0,263.15,273.15,293.15,298.15,313.15,333.15
0,0.1170090254,0.0506824018,0.0112850477,0.008,0.0030442308,0.0009611085
0.1,0.0921446075,0.0399123914,0.0088869751,0.0063,0.0023973318,0.000756873
0.2,0.080443705,0.0348441512,0.0077584703,0.0055,0.0020929087,0.0006607621
0.3,0.0731306409,0.0316765011,0.0070531548,0.005,0.0019026443,0.0006006928
0.4,0.0731306409,0.0316765011,0.0070531548,0.005,0.0019026443,0.0006006928
0.5,0.0731306409,0.0316765011,0.0070531548,0.005,0.0019026443,0.0006006928
0.6,0.0731306409,0.0316765011,0.0070531548,0.005,0.0019026443,0.0006006928
0.7,0.0731306409,0.0316765011,0.0070531548,0.005,0.0019026443,0.0006006928
0.8,0.0731306409,0.0316765011,0.0070531548,0.005,0.0019026443,0.0006006928
0.9,0.0731306409,0.0316765011,0.0070531548,0.005,0.0019026443,0.0006006928
1,0.0731306409,0.0316765011,0.0070531548,0.005,0.0019026443,0.0006006928
