0,253.15,273.15,293.15,313.15,333.15
0,9,9,9,9,9
50,9,9,9,9,9
100,9,9,9,9,9
150,9,9,9,9,9
200,9,9,9,9,9
250,9,9,9,9,9
300,9,9,9,9,9
350,9,9,9,9,9
400,9,9,9,9,9
450,9,9,9,9,9
500,9,9,9,9,9
550,9,9,9,9,9
600,9,9,9,9,9
650,9,9,9,9,9
700,9,9,9,9,9
750,9,9,9,9,9
800,9,9,9,9,9
850,9,9,9,9,9
900,9,9,9,9,9
950,9,9,9,9,9
1000,9,9,9,9,9
1050,9,9,9,9,9
1100,9,9,9,9,9
1150,9,9,9,9,9
1200,9,9,9,9,9
1250,9,9,9,9,9
1300,9,9,9,9,9
1350,9,9,9,9,9
1400,9,9,9,9,9
1450,9,9,9,9,9
1500,9,9,9,9,9
1550,9,9,9,9,9
1600,9,9,9,9,9
1650,9,9,9,9,9
1700,9,9,9,9,9
1750,9,9,9,9,9
1800,9,9,9,9,9
1850,9,9,9,9,9
1900,9,9,9,9,9
1950,9,9,9,9,9
2000,9,9,9,9,9
2050,9,9,9,9,9
2100,9,9,9,9,9
2150,9,9,9,9,9
2200,9,9,9,9,9
2250,9,9,9,9,9
2300,9,9,9,9,9
2350,9,9,9,9,9
2400,9,9,9,9,9
2450,9,9,9,9,9
2500,9,9,9,9,9
2550,9,9,9,9,9
2600,9,9,9,9,9
2650,9,9,9,9,9
2700,9,9,9,9,9
2750,9,9,9,9,9
2800,9,9,9,9,9
2850,9,9,9,9,9
2900,9,9,9,9,9
2950,9,9,9,9,9
3000,9,9,9,9,9
3050,9,9,9,9,9
3100,9,9,9,9,9
3150,9,9,9,9,9
3200,9,9,9,9,9
3250,9,9,9,9,9
3300,9,9,9,9,9
3350,9,9,9,9,9
3400,9,9,9,9,9
3450,9,9,9,9,9
3500,9,9,9,9,9
3550,9,9,9,9,9
3600,9,9,9,9,9
3650,9,9,9,9,9
3700,9,9,9,9,9
3750,9,9,9,9,9
3800,9,9,9,9,9
3850,9,9,9,9,9
3900,9,9,9,9,9
3950,9,9,9,9,9
4000,9,9,9,9,9
